,label,message
4231,ham,And several to you sir.
5265,ham,Pls speak with me. I wont ask anything other then you friendship.
3482,ham,Wherre's my boytoy ? :-(
5137,ham,Sorry * was at the grocers.
4292,ham,Call me when u're done...
5143,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
1012,ham,"I just got home babe, are you still awake ?"
814,ham,I borrow ur bag ok.
4028,ham,"Yes, princess. Are you going to make me moan?"
5413,ham,I ask if u meeting da ge tmr nite...
1160,ham,Yun buying... But school got offer 2000 plus only...
2722,ham,I'm working technical support :)voice process.
2274,ham,Cold. Dont be sad dear
226,ham,Would really appreciate if you call me. Just need someone to talk to.
3068,ham,Ok. So april. Cant wait
4503,ham,Wot is u up 2 then bitch?
2640,ham,Why she wants to talk to me
2898,ham,Ü collecting ur laptop then going to configure da settings izzit?
1946,ham,Can ü call me at 10:10 to make sure dat i've woken up...
3279,ham,What happened in interview?
3302,spam,RCT' THNQ Adrian for U text. Rgds Vatian
2061,ham,I did. One slice and one breadstick. Lol
4984,ham,Networking job is there.
5004,spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
4289,ham,Hey mr whats the name of that bill brison book the one about language and words 
1280,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
3603,ham,Cps is causing the outages to conserve energy.
3386,ham,Ok can...
1107,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
4260,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
2715,ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
1037,ham,"No my blankets are sufficient, thx"
2731,ham,I havent lei.. Next mon can?
1627,ham,Dear how you. Are you ok?
3496,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
2563,ham,"Yeah I am, so I'll leave maybe 7ish?"
3497,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
1156,ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
325,ham,No problem. How are you doing?
3816,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
1608,ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
1679,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
42,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
1739,ham,K go and sleep well. Take rest:-).
3308,ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
3086,ham,In da car park 
3232,ham,No plm i will come da. On the way.
3545,ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
3767,ham,Yes.mum lookin strong:)
3600,ham,Then wat r u doing now? Busy wif work?
4722,ham,"Yup. Anything lor, if u dun wan it's ok..."
5417,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
4031,ham,"Cool, I'll text you in a few"
3188,ham,Howz that persons story
2729,spam,Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “
374,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
3037,ham,;-) ok. I feel like john lennon.
2318,ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
160,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
2979,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
1815,ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
2356,ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
1802,ham,I wanna watch that movie
2789,ham,Ü got wat to buy tell us then ü no need to come in again.
4831,ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
495,ham,Are you free now?can i call now?
1556,ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
3940,ham,Y ü wan to go there? C doctor?
613,ham,I have many dependents
2464,ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
515,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
4261,ham,Are you plans with your family set in stone ?
3533,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
3299,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
985,ham,Yo guess what I just dropped
2403,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
1655,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
5078,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
2349,ham,That seems unnecessarily affectionate
244,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
4667,ham,Not..tel software name..
2348,ham,But i dint slept in afternoon.
43,ham,WHO ARE YOU SEEING?
5141,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
1305,ham,Your right! I'll make the appointment right now.
5059,ham,"Geeeee ... Your internet is really bad today, eh ?"
4181,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
5112,spam,You have 1 new message. Please call 08715205273
4076,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
5124,ham,"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?"""
383,ham,Hey leave it. not a big deal:-) take care.
1377,ham,Auntie huai juan never pick up her phone
2058,ham,"Nothing, i got msg frm tht unknown no.."
541,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
2240,ham,Every day i use to sleep after  &lt;#&gt;  so only.
4301,ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
2452,ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
2271,ham,U know we watchin at lido?
4525,ham,I've sent ü my part..
1628,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
2174,ham,"Hiya, had a good day? Have you spoken to since the weekend?"
2025,ham,U having lunch alone? I now so bored...
4820,ham,Got smaller capacity one? Quite ex...
891,ham,Why do you ask princess?
3861,ham,Yep. I do like the pink furniture tho.
5563,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
3540,ham,What happen dear. Why you silent. I am tensed
2736,ham,I meant middle left or right?
3483,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
4180,ham,Can ü send me a copy of da report?
2095,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1892,ham,Probably earlier than that if the station's where I think it is
3121,ham,Good evening! this is roger. How are you?
5243,ham,Its a part of checking IQ
1585,ham,"Sorry, I'll call later"
2139,ham,K still are you loving me.
1893,spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
3179,ham,K k :-):-) then watch some films.
2424,ham,Lmao but its so fun...
430,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
463,spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
4916,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
1526,ham,Pls pls find out from aunt nike.
3073,ham,Ok lor... But buy wat?
3851,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
1813,ham,"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"""
813,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
4972,ham,Hey come online! Use msn... We are all there
3684,ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
5175,ham,U 2.
4002,ham,He's just gonna worry for nothing. And he won't give you money its no use.
3906,spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
1477,ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
1398,ham,Then we wait 4 u lor... No need 2 feel bad lar...
316,ham,K.k:)advance happy pongal.
1517,ham,I need to come home and give you some good lovin...
4486,ham,What not under standing.
1774,ham,"I'm not coming over, do whatever you want"
5457,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
2917,ham,What time should I tell my friend to be around?
1590,ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
1586,ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
2703,ham,"Omw back to tampa from west palm, you hear what happened?"
4563,ham,How much u trying to get?
679,ham,Cause I'm not freaky lol
307,ham,Jos ask if u wana meet up?
4757,ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
4191,ham,"Sorry, I'll call later"
1002,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
979,ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
4212,ham,Oi when you gonna ring
5339,ham,My birthday is on feb  &lt;#&gt;  da. .
2254,ham,Lol enjoy role playing much?
2238,ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
2480,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
2838,ham,1's reach home call me.
1864,ham,I'll let you know when it kicks in
1931,ham,Carry on not disturbing both of you
3561,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
5246,ham,thanks for the temales it was wonderful. Thank. Have a great week.
2337,ham,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!"""
1623,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
5214,ham,K.k.how is your business now?
3943,ham,She's borderline but yeah whatever.
2055,ham,Y so late but i need to go n get da laptop...
2077,ham,"Trust me. Even if isn't there, its there."
256,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
2408,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
894,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
3203,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
4105,ham,Do u hav any frnd by name ashwini in ur college?
88,ham,I'm really not up to it still tonight babe
2245,ham,No management puzzeles.
2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
1969,ham,2 laptop... I noe infra but too slow lar... I wan fast one
2862,ham,I am not at all happy with what you saying or doing
881,spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
3708,ham,Aight do you still want to get money
1309,ham,I jokin oni lar.. Ü busy then i wun disturb ü.
3828,spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 
662,ham,Then mum's repent how?
294,ham,Are you this much buzy
2417,ham,"Could you not read me, my Love ? I answered you"
4668,ham,I send the print  outs da.
3106,ham,Or remind me in a few hrs.
975,ham,Eh u send wrongly lar...
3252,ham,"I‘ll leave around four, ok?"
4376,spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
2804,spam,FreeMsg>FAV XMAS TONES!Reply REAL
4298,spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
5097,ham,K.k.this month kotees birthday know?
3668,ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
2323,ham,Should I be stalking u?
1839,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
1065,ham,"That's fine, I'll bitch at you about it later then"
2192,ham,Thankyou so much for the call. I appreciate your care.
684,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
4977,ham,You are gorgeous! keep those pix cumming :) thank you!
4645,ham,Did u got that persons story
3848,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
5338,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
2847,ham,Wat time u finish ur lect today?
3195,ham,And you! Will expect you whenever you text! Hope all goes well tomo 
4401,ham,Juz go google n search 4 qet...
927,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
387,ham,Customer place i will call you.
4747,ham,Orh i tot u say she now still dun believe.
2021,ham,Anything lor but toa payoh got place 2 walk meh...
1429,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
4296,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
2695,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
1959,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
3829,ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
2353,ham,Thats cool. How was your day?
4536,ham,IM LATE TELLMISS IM ON MY WAY
488,ham,Dear reached railway. What happen to you
2711,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
3711,ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
1609,ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
3584,ham,I sent your maga that money yesterday oh.
984,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
3134,ham,So no messages. Had food?
171,ham,"Sir, I need AXIS BANK account no and bank address."
929,ham,Oh all have to come ah?
706,ham,"I don't think I can get away for a trek that long with family in town, sorry"
1246,ham,Hello which the site to download songs its urgent pls
2600,ham,"Gosh that , what a pain. Spose I better come then."
1768,ham,"K, want us to come by now?"
900,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
849,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
3723,ham,I'm in a movie... Collect car oredi...
1396,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
4053,ham,"Ya ok, then had dinner?"
3014,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
4239,ham,Lol wtf random. Btw is that your lunch break
4378,ham,How much is torch in 9ja.
2343,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
3388,ham,So u workin overtime nigpun?
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
1584,ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
3438,ham,Then what about further plan?
2321,ham,This pain couldn't have come at a worse time.
1525,ham,Hi:)cts employee how are you?
5067,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
1379,ham,"Ya tel, wats ur problem.."
4366,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
182,ham,Lol no. U can trust me.
3100,ham,Ok... I din get ur msg...
2195,ham,Hi my email address has changed now it is 
3913,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
4986,ham,Dont let studying stress you out. L8r.
3515,ham,I always chat with you. In fact i need money can you raise me?
4514,spam,Money i have won wining number 946 wot do i do next
417,ham,Alright i have a new goal now
5531,ham,What about this one then.
3406,ham,"Jus chillaxin, what up"
4208,ham,"Lets use it next week, princess :)"
2788,ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
3923,ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
1530,ham,Should I have picked up a receipt or something earlier
3535,ham,Good evening! How are you?
5170,ham,"I‘ve got some salt, you can rub it in my open wounds if you like!"
5100,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
84,ham,Yup next stop.
388,ham,Mm that time you dont like fun
3876,ham,Okie but i scared u say i fat... Then u dun wan me already...
250,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1574,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
970,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
5132,ham,Any way where are you and what doing.
5332,ham,Dude im no longer a pisces. Im an aquarius now.
4760,spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
192,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
3182,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
1764,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
5510,ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
1467,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
3935,ham,How come guoyang go n tell her? Then u told her?
4509,ham,Not able to do anything.
778,ham,"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx"""
1296,ham,TELL HER I SAID EAT SHIT.
4982,ham,I said its okay. Sorry
4619,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
805,ham,K I'll be there before 4.
571,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
4679,ham,It is a good thing I'm now getting the connection to bw
3664,ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
3880,ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
5311,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
3002,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
3501,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
1260,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
3697,ham,I am in tirupur.  call you da.
3899,ham,Otherwise had part time job na-tuition..
532,ham,What Today-sunday..sunday is holiday..so no work..
1495,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
14,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
1659,spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
2094,spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
3368,ham,Hey what are you doing. Y no reply pa..
4177,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
702,ham,"Sorry, I'll call later"
589,ham,Ya srsly better than yi tho
3067,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
1650,ham,ITS A LAPTOP TAKE IT WITH YOU.
3300,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
5527,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
1328,spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
3775,ham,Ok... But bag again..
2652,ham,"Text me when you get off, don't call, my phones having problems"
5492,ham,K. I will sent it again
2961,ham,Sir send to group mail check it.
2396,ham,"Babe, I'm back ... Come back to me ..."
4229,ham,Have you started in skye
1983,ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
562,ham,Thanx 4 e brownie it's v nice...
2632,spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
530,ham,Jay says that you're a double-faggot
291,ham,Hey you told your name to gautham ah?
1661,ham,No just send to you. Bec you in temple na.
3957,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
3361,ham,Please attend the phone:)
1568,ham,"whatever, im pretty pissed off."
3328,ham, what number do u live at? Is it 11?
4464,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
2870,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
5181,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
466,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
4450,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
3340,ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
3218,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
2178,ham,Oh k :)why you got job then whats up?
1316,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
1626,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
2933,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2762,ham,I am not sure about night menu. . . I know only about noon menu
1878,ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
4256,spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
4153,ham,What's nannys address?
3518,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
2867,ham,Smith waste da.i wanna gayle.
1816,ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
2981,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
1901,ham,And miss vday the parachute and double coins??? U must not know me very well...
990,ham,Ugh. Gotta drive back to sd from la. My butt is sore.
3877,ham,did u get that message
3586,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
1440,ham,In fact when do you leave? I think addie goes back to school tues or wed
2444,ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
154,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2840,ham,"Easy mate, * guess the quick drink was bit ambitious."
4022,ham,We have to pick rayan macleran there.
4502,ham,So wat's da decision?
2662,ham,Do you know when dad will be back?
2426,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
1958,ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
4189,ham,Mm umma ask vava also to come tell him can play later together
1048,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
4935,ham,Hey do you want anything to buy:)
2233,ham,Nothing just getting msgs by dis name wit different no's..
