,label,message
2481,spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
4127,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
2308,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
3427,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
375,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
2266,ham,I cant pick the phone right now. Pls send a message
296,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
3304,ham,"It'll be tough, but I'll do what I have to"
1823,ham,If you're thinking of lifting me one then no.
2272,ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
1919,ham,Is fujitsu s series lifebook good?
5523,ham,You are a big chic. Common. Declare
3830,ham,"Sure, I'll see if I can come by in a bit"
3481,ham,What was she looking for?
5388,ham,I'm at work. Please call
2358,ham,Okay same with me. Well thanks for the clarification
4751,ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
2609,ham,Hello madam how are you ?
3061,ham,K..k...from tomorrow onwards started ah?
2687,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
4867,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
810,ham,Ugh I don't wanna get out of bed. It's so warm.
3296,ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
4205,ham,How are you enjoying this semester? Take care brother.
101,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
4212,ham,Oi when you gonna ring
2839,ham,Were trying to find a Chinese food place around here
3712,ham,"Sorry pa, i dont knw who ru pa?"
2180,ham,And popping &lt;#&gt; ibuprofens was no help.
732,ham,No he didn't. Spring is coming early yay!
2978,ham,"Ok omw now, you at castor?"
695,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
1559,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
2213,ham,"This is one of the days you have a billion classes, right?"
1530,ham,Should I have picked up a receipt or something earlier
1870,ham,Mom wants to know where you at
3544,ham,I'm e person who's doing e sms survey...
2080,ham,I can take you at like noon
4678,ham,Wewa is 130. Iriver 255. All 128 mb.
4685,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
2569,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
5375,ham,"K I'll head out in a few mins, see you there"
2854,ham,I doubt you could handle 5 times per night in any case...
1413,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
2137,ham,Well done and ! luv ya all 
347,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
2402,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
2445,ham,"Yes but i dont care! I need you bad, princess!"
4348,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
3742,spam,2/2 146tf150p
4876,ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
1233,ham,1's finish meeting call me.
2949,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
4974,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
3800,ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
5532,ham,I think that tantrum's finished so yeah I'll be by at some point
5543,ham,Yeah it's jus rite...
1032,ham,Yup bathe liao...
2381,ham,"If i let you do this, i want you in the house by 8am."
1626,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
2641,ham,Pandy joined 4w technologies today.he got job..
580,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
46,ham,Didn't you get hep b immunisation in nigeria.
4612,ham,Wat time ü finish?
2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
832,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
3414,ham,Where do you need to go to get it?
5258,ham,Well she's in for a big surprise!
514,ham,No..jst change tat only..
3420,spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
1338,ham,Then she buying today? Ü no need to c meh...
3619,ham,Hey check it da. I have listed da.
2904,ham,Tell me pa. How is pain de.
1250,ham,"I call you later, don't have network. If urgnt, sms me."
3476,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
2422,ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
1090,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
4061,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
662,ham,Then mum's repent how?
4032,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
404,ham,None of that's happening til you get here though
1051,ham,Are you available for soiree on June 3rd?
5462,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
4706,ham,Hey anyway i have to :-)
2594,ham,Tmr timin still da same wat cos i got lesson until 6...
1670,ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)"
1691,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
1842,ham,I am in your office na.
3313,ham,I know you are serving. I mean what are you doing now.
250,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1794,ham,You bad girl. I can still remember them
2326,ham,Apps class varaya elaya.
3105,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
1474,ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
1526,ham,Pls pls find out from aunt nike.
5559,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
1142,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1464,ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
850,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
696,ham,Good. Good job. I like entrepreneurs
4,ham,"Nah I don't think he goes to usf, he lives around here though"
181,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
2187,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
3131,ham,Ok. But i finish at 6.
844,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
3147,ham,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
985,ham,Yo guess what I just dropped
3474,ham,You getting back any time soon?
5338,ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
1925,ham,Ok
2261,spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
779,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
3796,ham,Also remember the beads don't come off. Ever.
4512,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
1176,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
2391,ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
5131,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
2305,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
4934,ham,Once free call me sir.
83,ham,You will be in the place of that man
5461,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
3398,ham,Heehee that was so funny tho
1831,ham,That's the way you should stay oh.
2112,ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
5432,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
983,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
4422,ham,Still at west coast... Haiz... Ü'll take forever to come back...
3557,ham,Ok lor. I'm in town now lei.
3982,ham,Huh i cant thk of more oredi how many pages do we have?
4781,ham,Sen told that he is going to join his uncle finance in cbe
671,ham,Ho ho - big belly laugh! See ya tomo
488,ham,Dear reached railway. What happen to you
2497,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
1147,ham,Babe ? I lost you ... :-(
4037,ham,How are you holding up?
2758,ham,Yo we are watching a movie on netflix
3856,spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
3662,ham,Well then you have a great weekend!
1154,spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
5447,ham,"And that's fine, I got enough bud to last most of the night at least"
3745,ham,Nobody names their penis a girls name this story doesn't add up at all
3151,ham,Yo! Howz u? girls never rang after india. L
2683,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
4948,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
3457,ham,Ok. I.ll do you right later.
561,ham,Hi msg me:)i'm in office..
1286,ham,"Just wondering, the others just took off"
694,ham,Will purchase d stuff today and mail to you. Do you have a po box number?
2952,ham,Hey now am free you can call me.
878,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
1229,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
2153,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
4911,ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
2229,ham,Those were my exact intentions
4069,spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
366,ham,Well i know Z will take care of me. So no worries.
4643,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
3315,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
133,ham,First answer my question.
1638,spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
1590,ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
1974,ham,I had askd u a question some hours before. Its answer
4901,spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
2679,ham,Was playng 9 doors game and gt racing on phone lol
3791,ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
3412,ham,Only once then after ill obey all yours.
3566,ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
1220,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
788,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
5189,ham,WHAT TIME U WRKIN?
4126,ham,May b approve panalam...but it should have more posts..
3811,ham,"Aight, can you text me the address?"
5023,ham,Yes its possible but dint try. Pls dont tell to any one k
3212,ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
2524,ham,"Sorry, I'll call later"
371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
274,ham,"Usf I guess, might as well take 1 car"
3795,ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
4169,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
1365,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
4684,ham,Ok u can take me shopping when u get paid =D
1752,ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
5062,ham,"Sorry, I'll call you  later. I am in meeting sir."
4237,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
4556,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
3345,ham,Oh great. I.ll disturb him more so that we can talk.
549,ham,Wait  &lt;#&gt;  min..
362,ham,Oh ok no prob..
2342,ham,Tell dear what happen to you. Why you talking to me like an alian
3197,ham,"I av a new number,  . Wil u only use this one,ta."
1910,ham,Then u going ikea str aft dat?
2471,ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
4922,ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
1499,ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
1687,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
1371,ham,Hope you are feeling great. Pls fill me in. Abiola
1247,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
2411,ham,Ok... Thanx... Gd nite 2 ü too...
3751,ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
4524,ham,Actually I decided I was too hungry so I haven't left yet :V
5499,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
891,ham,Why do you ask princess?
4433,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
1323,ham,Oh just getting even with u.... u?
4027,ham,Oh ok.. Wat's ur email?
5381,ham,Somebody set up a website where you can play hold em using eve online spacebucks
2739,ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
1195,ham,Ok... C ya...
894,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
1657,ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
5194,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
2087,ham,Dude how do you like the buff wind.
2189,spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
3540,ham,What happen dear. Why you silent. I am tensed
4309,ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
2450,ham,Then she dun believe wat?
4923,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
679,ham,Cause I'm not freaky lol
4552,ham,Great. Have a safe trip. Dont panic surrender all.
2875,ham,Crucify is c not s. You should have told me earlier.
200,ham,"Found it, ENC  &lt;#&gt; , where you at?"
1770,ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
4467,ham,Hey u still at the gym?
5168,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
3607,ham,"That means you got an A in epi, she.s fine. She.s here now."
35,ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
12,spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
4741,ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
978,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
3257,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
4635,ham,These won't do. Have to move on to morphine
2576,ham,Now thats going to ruin your thesis!
4718,ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
3259,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
927,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
4145,ham,That's a shame! Maybe cld meet for few hrs tomo?
594,ham,You still at grand prix?
1028,ham,Are you not around or just still asleep? :V
4993,ham,I'm hungry buy smth home...
5206,ham,How come she can get it? Should b quite diff to guess rite...
4416,ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
3593,ham,I anything lor...
4544,ham,I've been trying to reach him without success
2183,ham,PS U no ur a grown up now right?
2690,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
2884,ham,Anything lor is she coming?
2603,ham,So when you gonna get rimac access 
3134,ham,So no messages. Had food?
3721,ham,"Yeah why not, is the gang all ready"
3175,ham,It vl bcum more difficult..
852,ham,"I am real, baby! I want to bring out your inner tigress..."
3154,ham,I tagged MY friends that you seemed to count as YOUR friends.
2824,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
1439,ham,"Arms fine, how's Cardiff and uni? "
5551,ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
1476,ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
1628,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
2313,spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
2359,ham,I'll talk to the others and probably just come early tomorrow then
5193,ham,"Sorry, I'll call later"
3646,spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.
5457,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
4335,ham,Boo what time u get out? U were supposed to take me shopping today. :(
4199,spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
2258,ham,Here got lots of hair dresser fr china.
3124,ham,He telling not to tell any one. If so treat for me hi hi hi
4886,ham,Poor girl can't go one day lmao
786,ham,"She was supposed to be but couldn't make it, she's still in town though"
2424,ham,Lmao but its so fun...
2507,ham,Who u talking about?
4414,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
5361,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
4736,ham,Oh k:)after that placement there ah?
1538,ham,All sounds good. Fingers . Makes it difficult to type
4930,spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
1460,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
486,ham,If we win its really no 1 side for long time.
2155,ham,Oh god i am happy to see your message after 3 days
1548,ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
5366,spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
2039,ham,Hey are we going for the lo lesson or gym? 
953,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
5332,ham,Dude im no longer a pisces. Im an aquarius now.
2270,ham,Haha i think i did too
2685,ham,Yupz... I've oredi booked slots 4 my weekends liao... 
2361,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
4837,ham,Yay can't wait to party together!
3011,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
2096,ham,"Probably, want to pick up more?"
1094,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
3429,ham,"""Hi darlin did youPhone me? Im atHome if youwanna chat."""
4899,ham,Oh for fuck's sake she's in like tallahassee
2375,ham,Dunno lei he neva say...
899,ham,"Thursday night? Yeah, sure thing, we'll work it out then"
3897,spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
4141,ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
4505,ham,She told to hr that he want posting in chennai:)because i'm working here:)
4790,ham,We're on the opposite side from where we dropped you off
1503,ham,Don no da:)whats you plan?
2469,ham,Lol well don't do it without me. We could have a big sale together.
491,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
3702,ham,Shall i get my pouch?
355,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
5117,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
3404,ham,Good night my dear.. Sleepwell&amp;Take care
4866,ham,I'm really sorry I lit your hair on fire
1920,ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
2029,ham,Kallis is ready for bat in 2nd innings
4343,ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
1582,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
5424,ham,Ok k..sry i knw 2 siva..tats y i askd..
4909,ham,"I'm in solihull, | do you want anything?"
5078,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
5259,ham,"As usual..iam fine, happy &amp; doing well..:)"
5261,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
462,ham,Great. Never been better. Each day gives even more reasons to thank God
5318,ham,Jus finish watching tv... U?
2788,ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
242,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
5287,spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
1316,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
5080,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
61,ham,Ha ha ha good joke. Girls are situation seekers.
1096,ham,Ryder unsold.now gibbs.
2962,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
937,ham,"Since when, which side, any fever, any vomitin."
2502,ham,No da..today also i forgot..
3878,ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
1857,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
1436,ham,Dad went out oredi... 
373,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
2724,ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
2325,ham,Ok lor.
1141,ham,Oh:)as usual vijay film or its different?
1331,ham,"Aight no rush, I'll ask jay"
3816,ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
2860,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
1178,ham,Just nw i came to hme da..
2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
2841,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
2466,ham,S.i think he is waste for rr..
2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
4355,spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
3051,ham,Ok
2373,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
2943,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
